31	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	15A1CA9D4DE9661D16FC81F8CB712199F984DD70 EU 102400	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
32	10A8D7312A6A61F7CE93C842960AE4342C5306E9 EU 7189833	62E37F54DDF56030632FF431ECA1ED096BB78793 EU 2048000	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
33	593531849D8C80787409EEBEB9F543A21F19D2CB EU 5673530	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
34	78F9EDB84CF31EAC99DD8F7C0D6E8A02E49229FF EU 3387402	1AC6D51CD6EC83B604E04548D5325FDFA0CE03D3 EU 5120000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
35	E589316576A399C511A9781A73DA4545640B479D EU 12127718	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
36	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	E589316576A399C511A9781A73DA4545640B479D EU 12127718	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
37	902F781A75D3CC0618BD81C55968F60633B54211 EU 2856535	5751514249B4A7FA5187363BB6C4F76126729137 NA 2097152	FB560406D0C210A0C613554C93F3C00CFDBED73A NA 4756261
38	593531849D8C80787409EEBEB9F543A21F19D2CB EU 5673530	9E339307A3A118997B9764082DAF8773E7983E05 EU 5632000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
39	78F9EDB84CF31EAC99DD8F7C0D6E8A02E49229FF EU 3387402	E589316576A399C511A9781A73DA4545640B479D EU 12127718	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
40	568F9381EBFA277AE12F03A8FEA15E78163E36B7 EU 2097152	E589316576A399C511A9781A73DA4545640B479D EU 12127718	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
41	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
42	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	DEE8586B88654836B6DCFA9322198A0AEEBE3676 EU 3072000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
43	593531849D8C80787409EEBEB9F543A21F19D2CB EU 5673530	4284E942842BCD7747AD468147B50BC93ADD8258 NA 3838107	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
44	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	AC98841E063C36EDA94A85D25A5FBC8AC174010A EU 534217	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
45	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	2912E8526BE85CA05B0B74C455E887756B0E9AFC EU 1945600	C4F0FFD70EFD76D367B861863BA9C3195D752B6E EU 4447789
46	9DB5AF371F99986F8136F1D158C2919B3CC7DC4D EU 5001582	7E32DBD533A30D724FC005EB2B9F8900A69919FB EU 12212081	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
47	9DB5AF371F99986F8136F1D158C2919B3CC7DC4D EU 5001582	166B6B9437B6149FC65625B34850473C3F38B5E7 EU 1101894	EFE9BC81FBCE1CC52E1DCA97E760723CAD622E1C NA 1593977
48	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	E589316576A399C511A9781A73DA4545640B479D EU 12127718	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
49	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	E589316576A399C511A9781A73DA4545640B479D EU 12127718	598ED88523E9AF37884FA6A4BEBF8DB96DE69A3B EU 665600
50	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	5751514249B4A7FA5187363BB6C4F76126729137 NA 2097152	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
51	568F9381EBFA277AE12F03A8FEA15E78163E36B7 EU 2097152	7E32DBD533A30D724FC005EB2B9F8900A69919FB EU 12212081	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
52	B3806BD65AE0B882947E927A93BBECDFCCBA5F4A EU 4503834	1AC6D51CD6EC83B604E04548D5325FDFA0CE03D3 EU 5120000	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
53	10A8D7312A6A61F7CE93C842960AE4342C5306E9 EU 7189833	E589316576A399C511A9781A73DA4545640B479D EU 12127718	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
54	B147EA3103DBD508E7654B7CBA84DFA0BF64EB14 EU 6553600	A45A9D64C737A3850F76016E009D806561CD3A47 EU 1024000	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
55	593531849D8C80787409EEBEB9F543A21F19D2CB EU 5673530	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	C4F0FFD70EFD76D367B861863BA9C3195D752B6E EU 4447789
56	6A7551EEE18F78A9813096E82BF84F740D32B911 EU 7787053	15072E6F91B96DF9543468B13C94A12E9F44F228 EU 645022	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
57	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	B3806BD65AE0B882947E927A93BBECDFCCBA5F4A EU 4503834	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
58	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	EC8FA8CC88F89F4C3913E35D5A0776B5B797B97C EU 1048576	EFE9BC81FBCE1CC52E1DCA97E760723CAD622E1C NA 1593977
59	E589316576A399C511A9781A73DA4545640B479D EU 12127718	B147EA3103DBD508E7654B7CBA84DFA0BF64EB14 EU 6553600	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
60	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
61	902F781A75D3CC0618BD81C55968F60633B54211 EU 2856535	B3806BD65AE0B882947E927A93BBECDFCCBA5F4A EU 4503834	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
62	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	9AFA555B3B8A9B82FA7DC1C6B34471D792F37818 NA 1536000	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
63	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	48AA2231E794DDC07B8A9D17CF5140F1252EB162 EU 1792000	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
64	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	9A5868B3F90F0C57E0A2AD984B61AE69D9CAA580 EU 204800	4A24B8AFC5702BEB9D0EDA302B6F48AC84CF6EB3 EU 2621440
65	78F9EDB84CF31EAC99DD8F7C0D6E8A02E49229FF EU 3387402	9E339307A3A118997B9764082DAF8773E7983E05 EU 5632000	24835DBD5492E21F7987DFC3FACB39016BEE59A8 EU 1126400
66	70D8ACD579898E06EF152D999C88D458DA62BC6D EU 2560000	B3806BD65AE0B882947E927A93BBECDFCCBA5F4A EU 4503834	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
67	B147EA3103DBD508E7654B7CBA84DFA0BF64EB14 EU 6553600	3117324446DE84B56462D0033E5991FD2741504F EU 512000	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
68	9DB5AF371F99986F8136F1D158C2919B3CC7DC4D EU 5001582	E589316576A399C511A9781A73DA4545640B479D EU 12127718	FB560406D0C210A0C613554C93F3C00CFDBED73A NA 4756261
69	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	166B6B9437B6149FC65625B34850473C3F38B5E7 EU 1101894	FB560406D0C210A0C613554C93F3C00CFDBED73A NA 4756261
70	10A8D7312A6A61F7CE93C842960AE4342C5306E9 EU 7189833	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
71	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	B3806BD65AE0B882947E927A93BBECDFCCBA5F4A EU 4503834	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
72	E589316576A399C511A9781A73DA4545640B479D EU 12127718	9E339307A3A118997B9764082DAF8773E7983E05 EU 5632000	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
73	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	EC8FA8CC88F89F4C3913E35D5A0776B5B797B97C EU 1048576	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
74	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
75	E589316576A399C511A9781A73DA4545640B479D EU 12127718	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
76	902F781A75D3CC0618BD81C55968F60633B54211 EU 2856535	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
77	9DB5AF371F99986F8136F1D158C2919B3CC7DC4D EU 5001582	57DA1B2A27676DAAED418D5C60CB3FEB3D736E71 EU 696320	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
78	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
79	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	78F9EDB84CF31EAC99DD8F7C0D6E8A02E49229FF EU 3387402	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
80	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	48AA2231E794DDC07B8A9D17CF5140F1252EB162 EU 1792000	EFE9BC81FBCE1CC52E1DCA97E760723CAD622E1C NA 1593977
81	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	568F9381EBFA277AE12F03A8FEA15E78163E36B7 EU 2097152	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
82	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	C9E40BE1E39CB8EA58550BABFCD229B0CC6ABCB9 EU 1310720	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
83	E589316576A399C511A9781A73DA4545640B479D EU 12127718	593531849D8C80787409EEBEB9F543A21F19D2CB EU 5673530	EFE9BC81FBCE1CC52E1DCA97E760723CAD622E1C NA 1593977
84	E589316576A399C511A9781A73DA4545640B479D EU 12127718	9E339307A3A118997B9764082DAF8773E7983E05 EU 5632000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
85	B3806BD65AE0B882947E927A93BBECDFCCBA5F4A EU 4503834	3B13BFFD56645C0ACDEC6878EE91B419570CDE31 EU 524288	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
86	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	B438CF51194F5A59195741813855180067457BAD EU 1024000	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
87	E589316576A399C511A9781A73DA4545640B479D EU 12127718	62E37F54DDF56030632FF431ECA1ED096BB78793 EU 2048000	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
88	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	15EDC6A2ABDF86550B9673A002CE4B6112A3AABF EU 340992	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
89	902F781A75D3CC0618BD81C55968F60633B54211 EU 2856535	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
90	E589316576A399C511A9781A73DA4545640B479D EU 12127718	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
91	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	9E339307A3A118997B9764082DAF8773E7983E05 EU 5632000	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
92	10A8D7312A6A61F7CE93C842960AE4342C5306E9 EU 7189833	62E37F54DDF56030632FF431ECA1ED096BB78793 EU 2048000	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
93	2534F397CBC007DC528DE878FB6014727948C21F EU 4155654	35919E197C6C7F372A26C747D66ACA6A39642B3E EU 409600	FB560406D0C210A0C613554C93F3C00CFDBED73A NA 4756261
94	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	2534F397CBC007DC528DE878FB6014727948C21F EU 4155654	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
95	10A8D7312A6A61F7CE93C842960AE4342C5306E9 EU 7189833	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
96	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	3EEFC3A72FA2DE5834D0BF5B387B797B056DBF23 EU 1592407	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
97	DEE8586B88654836B6DCFA9322198A0AEEBE3676 EU 3072000	563D5898C91BE627FA692F03BDDAA60DD092532E NA 409600	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
98	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
99	78F9EDB84CF31EAC99DD8F7C0D6E8A02E49229FF EU 3387402	E705D2B989C539720AE26ADAAF2A27BA8CED4453 NA 754688	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
100	B3806BD65AE0B882947E927A93BBECDFCCBA5F4A EU 4503834	BE1F74B6F70B5BE8AAC0E37A4E586DE388C13338 NA 319737	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
101	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
102	10A8D7312A6A61F7CE93C842960AE4342C5306E9 EU 7189833	3B13BFFD56645C0ACDEC6878EE91B419570CDE31 EU 524288	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
103	10A8D7312A6A61F7CE93C842960AE4342C5306E9 EU 7189833	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
104	7E32DBD533A30D724FC005EB2B9F8900A69919FB EU 12212081	EC8FA8CC88F89F4C3913E35D5A0776B5B797B97C EU 1048576	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
105	E589316576A399C511A9781A73DA4545640B479D EU 12127718	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	2B31EF9EBA4012643CB21126E1EC41B60C3EC45E SA 307200
106	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
107	CEC49773C9420F8476AB6C31EC7A649E2633E13C EU 8704000	E705D2B989C539720AE26ADAAF2A27BA8CED4453 NA 754688	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
108	10A8D7312A6A61F7CE93C842960AE4342C5306E9 EU 7189833	563D5898C91BE627FA692F03BDDAA60DD092532E NA 409600	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
109	B147EA3103DBD508E7654B7CBA84DFA0BF64EB14 EU 6553600	7E32DBD533A30D724FC005EB2B9F8900A69919FB EU 12212081	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
110	568F9381EBFA277AE12F03A8FEA15E78163E36B7 EU 2097152	3EEFC3A72FA2DE5834D0BF5B387B797B056DBF23 EU 1592407	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
111	7E32DBD533A30D724FC005EB2B9F8900A69919FB EU 12212081	6A7551EEE18F78A9813096E82BF84F740D32B911 EU 7787053	62C3FB37C44555E55A62BBD7CDDD97FE4894F317 EU 5899682
112	B291D30517D23299AD7CEE3E60DFE60D0E3A4664 EU 5242880	4BD025484F4D073C856EB779CF4F9B37EFEAB71E EU 844684	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
113	DEE8586B88654836B6DCFA9322198A0AEEBE3676 EU 3072000	1AC6D51CD6EC83B604E04548D5325FDFA0CE03D3 EU 5120000	FB560406D0C210A0C613554C93F3C00CFDBED73A NA 4756261
114	568F9381EBFA277AE12F03A8FEA15E78163E36B7 EU 2097152	6A7551EEE18F78A9813096E82BF84F740D32B911 EU 7787053	3331E3C5F40160F77897826B332A1ABBE7E2E155 NA 102400
115	6A7551EEE18F78A9813096E82BF84F740D32B911 EU 7787053	78F9EDB84CF31EAC99DD8F7C0D6E8A02E49229FF EU 3387402	FB560406D0C210A0C613554C93F3C00CFDBED73A NA 4756261
116	10A8D7312A6A61F7CE93C842960AE4342C5306E9 EU 7189833	48AA2231E794DDC07B8A9D17CF5140F1252EB162 EU 1792000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
117	B147EA3103DBD508E7654B7CBA84DFA0BF64EB14 EU 6553600	9E339307A3A118997B9764082DAF8773E7983E05 EU 5632000	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
118	593531849D8C80787409EEBEB9F543A21F19D2CB EU 5673530	A69ABB9635EE940273BD2AF01A4D40D2FCFD4F92 EU 204800	24835DBD5492E21F7987DFC3FACB39016BEE59A8 EU 1126400
119	0F76F0BC79D4C972A1790E88B16AB39F50A46C04 EU 12507690	53C437B54E818010A08B5D07BDAA284932D9320D EU 1048576	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
120	78F9EDB84CF31EAC99DD8F7C0D6E8A02E49229FF EU 3387402	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
121	593531849D8C80787409EEBEB9F543A21F19D2CB EU 5673530	57DA1B2A27676DAAED418D5C60CB3FEB3D736E71 EU 696320	FB560406D0C210A0C613554C93F3C00CFDBED73A NA 4756261
122	593531849D8C80787409EEBEB9F543A21F19D2CB EU 5673530	5751514249B4A7FA5187363BB6C4F76126729137 NA 2097152	598ED88523E9AF37884FA6A4BEBF8DB96DE69A3B EU 665600
123	2534F397CBC007DC528DE878FB6014727948C21F EU 4155654	6A7551EEE18F78A9813096E82BF84F740D32B911 EU 7787053	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
124	E589316576A399C511A9781A73DA4545640B479D EU 12127718	62E37F54DDF56030632FF431ECA1ED096BB78793 EU 2048000	C86D2F3DEFE287A0EEB28D4887AF14E35C172733 NA 11801128
125	F43AA1EC55706036EDCF82F594B5E1FB99B35FF4 EU 6246400	3B13BFFD56645C0ACDEC6878EE91B419570CDE31 EU 524288	FB560406D0C210A0C613554C93F3C00CFDBED73A NA 4756261
126	B3806BD65AE0B882947E927A93BBECDFCCBA5F4A EU 4503834	166B6B9437B6149FC65625B34850473C3F38B5E7 EU 1101894	0011BD2485AD45D984EC4159C88FC066E5E3300E NA 7945271
127	E589316576A399C511A9781A73DA4545640B479D EU 12127718	9AFA555B3B8A9B82FA7DC1C6B34471D792F37818 NA 1536000	C4F0FFD70EFD76D367B861863BA9C3195D752B6E EU 4447789
128	E589316576A399C511A9781A73DA4545640B479D EU 12127718	4BD025484F4D073C856EB779CF4F9B37EFEAB71E EU 844684	8BFD4BAAD59C64D43DD2221C700C8D6CE9F2C7AA NA 10536921
129	593531849D8C80787409EEBEB9F543A21F19D2CB EU 5673530	B827D00F6ED51B9397CA397E91D431E8F60C67E4 EU 256000	4B26553B262BAFD905EE2C18291FA78BF8EC177B NA 13317217
130	70D8ACD579898E06EF152D999C88D458DA62BC6D EU 2560000	44BEEA03A5338D7308D06DA3D56F1F2F2F9FBFC2 EU 10240000	FB560406D0C210A0C613554C93F3C00CFDBED73A NA 4756261
